#Release 13.4 - par O.87xd (lin64)
#Copyright (c) 1995-2011 Xilinx, Inc.  All rights reserved.

#Tue Mar 12 19:24:08 2013

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       system_map.ncd
#OUTPUT FILE:      system_pad.csv
#PART TYPE:        xc5vtx240t
#SPEED GRADE:      -2
#PACKAGE:          ff1759
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,IO Register,Signal Integrity,
F31,,IOBS,IO_L12N_VRP_27,UNUSED,,27,,,,,,,,,
F32,,IOBS,IO_L5N_27,UNUSED,,27,,,,,,,,,
F33,,,GND,,,,,,,,,,,,
F34,,IOBM,IO_L3P_27,UNUSED,,27,,,,,,,,,
F35,,IOBM,IO_L2P_27,UNUSED,,27,,,,,,,,,
F36,,,VCCO_27,,,27,,,,,any******,,,,
F37,,IOBS,IO_L6N_27,UNUSED,,27,,,,,,,,,
F38,,,GND,,,,,,,,,,,,
F39,,IPAD,MGTREFCLKP_119,UNUSED,,,,,,,,,,,
F40,,IPAD,MGTREFCLKN_119,UNUSED,,,,,,,,,,,
F41,,,GND,,,,,,,,,,,,
F42,,IPAD,MGTRXN0_119,UNUSED,,,,,,,,,,,
G1,nf10_10g_interface_1_xaui_rx_l0_n_pin,IPAD,MGTRXN1_120,INPUT,,,,,,NONE,,UNLOCATED,NO,NONE,
G2,,,GND,,,,,,,,,,,,
G3,,,MGTAVCC_120,,,,,,,,,,,,
G4,,,GND,,,,,,,,,,,,
G5,,,GND,,,,,,,,,,,,
G6,,IOBM,IO_L5P_24,UNUSED,,24,,,,,,,,,
G7,,IOBM,IO_L1P_24,UNUSED,,24,,,,,,,,,
G8,,IOBS,IO_L1N_24,UNUSED,,24,,,,,,,,,
G9,,IOBM,IO_L3P_28,UNUSED,,28,,,,,,,,,
G10,,,VCCO_28,,,28,,,,,any******,,,,
G11,,IOBM,IO_L2P_28,UNUSED,,28,,,,,,,,,
G12,,IOBM,IO_L11P_CC_28,UNUSED,,28,,,,,,,,,
G13,,IOBS,IO_L13N_28,UNUSED,,28,,,,,,,,,
G14,,IOBS,IO_L17N_28,UNUSED,,28,,,,,,,,,
G15,,,GND,,,,,,,,,,,,
G16,,IOBS,IO_L18N_5,UNUSED,,5,,,,,,,,,
G17,,IOBS,IO_L7N_5,UNUSED,,5,,,,,,,,,
G18,,IOBM,IO_L7P_5,UNUSED,,5,,,,,,,,,
G19,,IOBS,IO_L5N_5,UNUSED,,5,,,,,,,,,
G20,,,VCCO_5,,,5,,,,,any******,,,,
G21,,IOBS,IO_L9N_CC_7,UNUSED,,7,,,,,,,,,
G22,,IOBS,IO_L5N_7,UNUSED,,7,,,,,,,,,
G23,,IOBM,IO_L13P_7,UNUSED,,7,,,,,,,,,
G24,,IOBM,IO_L6P_5,UNUSED,,5,,,,,,,,,
G25,,,GND,,,,,,,,,,,,
G26,,IOBS,IO_L8N_CC_5,UNUSED,,5,,,,,,,,,
G27,,IOBM,IO_L13P_5,UNUSED,,5,,,,,,,,,
G28,,IOBS,IO_L17N_5,UNUSED,,5,,,,,,,,,
G29,,IOBM,IO_L18P_27,UNUSED,,27,,,,,,,,,
G30,,,VCCO_27,,,27,,,,,any******,,,,
G31,,IOBM,IO_L12P_VRN_27,UNUSED,,27,,,,,,,,,
G32,,IOBM,IO_L5P_27,UNUSED,,27,,,,,,,,,
G33,,,VCCO_27,,,27,,,,,any******,,,,
G34,,IOBS,IO_L3N_27,UNUSED,,27,,,,,,,,,
G35,,,GND,,,,,,,,,,,,
G36,,IOBS,IO_L2N_27,UNUSED,,27,,,,,,,,,
G37,,IOBM,IO_L4P_23,UNUSED,,23,,,,,,,,,
G38,,,GND,,,,,,,,,,,,
G39,,,GND,,,,,,,,,,,,
G40,,,MGTAVCC_119,,,,,,,,,,,,
G41,,,GND,,,,,,,,,,,,
G42,,IPAD,MGTRXN1_119,UNUSED,,,,,,,,,,,
H1,nf10_10g_interface_1_xaui_rx_l0_p_pin,IPAD,MGTRXP1_120,INPUT,,,,,,NONE,,UNLOCATED,NO,NONE,
H2,nf10_10g_interface_1_xaui_tx_l0_n_pin,OPAD,MGTTXN1_120,OUTPUT,,,,,,,,UNLOCATED,NO,NONE,
H3,,,MGTAVCCPLL_120,,,,,,,,,,,,
H4,,,GND,,,,,,,,,,,,
H5,,IOBS,IO_L7N_24,UNUSED,,24,,,,,,,,,
H6,,IOBM,IO_L7P_24,UNUSED,,24,,,,,,,,,
H7,,,VCCO_24,,,24,,,,,any******,,,,
H8,,IOBS,IO_L9N_CC_24,UNUSED,,24,,,,,,,,,
H9,,IOBS,IO_L3N_28,UNUSED,,28,,,,,,,,,
H10,,IOBS,IO_L1N_28,UNUSED,,28,,,,,,,,,
H11,,IOBM,IO_L8P_CC_28,UNUSED,,28,,,,,,,,,
H12,,,GND,,,,,,,,,,,,
H13,,IOBM,IO_L13P_28,UNUSED,,28,,,,,,,,,
H14,,IOBM,IO_L19P_28,UNUSED,,28,,,,,,,,,
H15,,IOBS,IO_L19N_28,UNUSED,,28,,,,,,,,,
H16,,IOBM,IO_L18P_5,UNUSED,,5,,,,,,,,,
H17,,,VCCO_5,,,5,,,,,any******,,,,
H18,,IOBS,IO_L12N_VRP_5,UNUSED,,5,,,,,,,,,
H19,,IOBS,IO_L3N_5,UNUSED,,5,,,,,,,,,
H20,,IOBM,IO_L3P_5,UNUSED,,5,,,,,,,,,
H21,,IOBS,IO_L10N_CC_7,UNUSED,,7,,,,,,,,,
H22,,,GND,,,,,,,,,,,,
H23,,IOBM,IO_L4P_5,UNUSED,,5,,,,,,,,,
H24,,IOBS,IO_L4N_VREF_5,UNUSED,,5,,,,,,,,,
H25,,IOBS,IO_L6N_5,UNUSED,,5,,,,,,,,,
H26,,IOBS,IO_L15N_5,UNUSED,,5,,,,,,,,,
H27,,,VCCO_5,,,5,,,,,any******,,,,
H28,,IOBM,IO_L17P_5,UNUSED,,5,,,,,,,,,
H29,,IOBS,IO_L18N_27,UNUSED,,27,,,,,,,,,
H30,,IOBS,IO_L10N_CC_27,UNUSED,,27,,,,,,,,,
H31,,IOBM,IO_L7P_27,UNUSED,,27,,,,,,,,,
H32,,,GND,,,,,,,,,,,,
H33,,IOBS,IO_L1N_27,UNUSED,,27,,,,,,,,,
H34,,IOBS,IO_L0N_23,UNUSED,,23,,,,,,,,,
H35,,IOBM,IO_L2P_23,UNUSED,,23,,,,,,,,,
H36,,IOBS,IO_L2N_23,UNUSED,,23,,,,,,,,,
H37,,,VCCO_23,,,23,,,,,any******,,,,
H38,,IOBS,IO_L4N_VREF_23,UNUSED,,23,,,,,,,,,
H39,,,GND,,,,,,,,,,,,
H40,,,MGTAVCCPLL_119,,,,,,,,,,,,
H41,,OPAD,MGTTXN1_119,UNUSED,,,,,,,,,,,
H42,,IPAD,MGTRXP1_119,UNUSED,,,,,,,,,,,
J1,,,GND,,,,,,,,,,,,
J2,nf10_10g_interface_1_xaui_tx_l0_p_pin,OPAD,MGTTXP1_120,OUTPUT,,,,,,,,UNLOCATED,NO,NONE,
J3,,,MGTAVTTTX_120,,,,,,,,,,,,
J4,,,GND,,,,,,,,,,,,
J5,,IOBS,IO_L14N_VREF_24,UNUSED,,24,,,,,,,,,
J6,,IOBM,IO_L14P_24,UNUSED,,24,,,,,,,,,
J7,,IOBM,IO_L18P_24,UNUSED,,24,,,,,,,,,
J8,,IOBM,IO_L9P_CC_24,UNUSED,,24,,,,,,,,,
J9,,,GND,,,,,,,,,,,,
J10,,IOBM,IO_L5P_28,UNUSED,,28,,,,,,,,,
J11,,IOBM,IO_L1P_28,UNUSED,,28,,,,,,,,,
J12,,IOBS,IO_L8N_CC_28,UNUSED,,28,,,,,,,,,
J13,,IOBS,IO_L6N_28,UNUSED,,28,,,,,,,,,
J14,,,VCCO_3,,,3,,,,,any******,,,,
J15,,IOBM,IO_L2P_GC_VRN_3,UNUSED,,3,,,,,,,,,
J16,,IOBS,IO_L2N_GC_VRP_3,UNUSED,,3,,,,,,,,,
J17,,IOBM,IO_L9P_CC_5,UNUSED,,5,,,,,,,,,
J18,,IOBM,IO_L12P_VRN_5,UNUSED,,5,,,,,,,,,
J19,,,GND,,,,,,,,,,,,
J20,,IOBM,IO_L10P_CC_7,UNUSED,,7,,,,,,,,,
J21,,IOBS,IO_L0N_7,UNUSED,,7,,,,,,,,,
J22,,IOBM,IO_L0P_7,UNUSED,,7,,,,,,,,,
J23,,IOBS,IO_L0N_5,UNUSED,,5,,,,,,,,,
J24,,,VCCO_5,,,5,,,,,any******,,,,
J25,,IOBS,IO_L11N_CC_5,UNUSED,,5,,,,,,,,,
J26,,IOBM,IO_L15P_5,UNUSED,,5,,,,,,,,,
J27,,IOBS,IO_L19N_5,UNUSED,,5,,,,,,,,,
J28,,IOBM,IO_L19P_5,UNUSED,,5,,,,,,,,,
J29,,,GND,,,,,,,,,,,,
J30,,IOBM,IO_L10P_CC_27,UNUSED,,27,,,,,,,,,
J31,,IOBS,IO_L7N_27,UNUSED,,27,,,,,,,,,
J32,,IOBM,IO_L1P_27,UNUSED,,27,,,,,,,,,
J33,,IOBM,IO_L0P_23,UNUSED,,23,,,,,,,,,
J34,,,VCCO_23,,,23,,,,,any******,,,,
J35,,IOBS,IO_L15N_23,UNUSED,,23,,,,,,,,,
J36,,IOBM,IO_L15P_23,UNUSED,,23,,,,,,,,,
J37,,IOBM,IO_L8P_CC_23,UNUSED,,23,,,,,,,,,
J38,,IOBS,IO_L8N_CC_23,UNUSED,,23,,,,,,,,,
J39,,,GND,,,,,,,,,,,,
J40,,,MGTAVTTTX_119,,,,,,,,,,,,
J41,,OPAD,MGTTXP1_119,UNUSED,,,,,,,,,,,
J42,,,GND,,,,,,,,,,,,
K1,,,GND,,,,,,,,,,,,
K2,nf10_10g_interface_0_xaui_tx_l3_p_pin,OPAD,MGTTXP0_116,OUTPUT,,,,,,,,UNLOCATED,NO,NONE,
K3,,,GND,,,,,,,,,,,,
K4,,,GND,,,,,,,,,,,,
K5,,IOBS,IO_L4N_VREF_24,UNUSED,,24,,,,,,,,,
K6,,,GND,,,,,,,,,,,,
K7,,IOBM,IO_L19P_24,UNUSED,,24,,,,,,,,,
K8,,IOBS,IO_L18N_24,UNUSED,,24,,,,,,,,,
K9,,IOBM,IO_L12P_VRN_24,UNUSED,,24,,,,,,,,,
K10,,IOBS,IO_L5N_28,UNUSED,,28,,,,,,,,,
K11,,,VCCO_28,,,28,,,,,any******,,,,
K12,,IOBS,IO_L7N_28,UNUSED,,28,,,,,,,,,
K13,,IOBM,IO_L7P_28,UNUSED,,28,,,,,,,,,
K14,,IOBM,IO_L6P_28,UNUSED,,28,,,,,,,,,
K15,,IOBS,IO_L4N_GC_VREF_3,UNUSED,,3,,,,,,,,,
K16,,,GND,,,,,,,,,,,,
K17,,IOBS,IO_L9N_CC_5,UNUSED,,5,,,,,,,,,
K18,,IOBM,IO_L10P_CC_5,UNUSED,,5,,,,,,,,,
K19,,IOBS,IO_L10N_CC_5,UNUSED,,5,,,,,,,,,
K20,,IOBS,IO_L16N_7,UNUSED,,7,,,,,,,,,
K21,,,VCCO_7,,,7,,,,,any******,,,,
K22,,IOBM,IO_L7P_7,UNUSED,,7,,,,,,,,,
K23,,IOBM,IO_L0P_5,UNUSED,,5,,,,,,,,,
K24,,IOBM,IO_L2P_5,UNUSED,,5,,,,,,,,,
K25,,IOBM,IO_L11P_CC_5,UNUSED,,5,,,,,,,,,
K26,,,GND,,,,,,,,,,,,
K27,,IOBM,IO_L7P_GC_3,UNUSED,,3,,,,,,,,,
K28,,IOBS,IO_L7N_GC_3,UNUSED,,3,,,,,,,,,
K29,,IOBM,IO_L9P_CC_27,UNUSED,,27,,,,,,,,,
K30,,IOBS,IO_L0N_27,UNUSED,,27,,,,,,,,,
K31,,,VCCO_27,,,27,,,,,any******,,,,
K32,,IOBS,IO_L8N_CC_27,UNUSED,,27,,,,,,,,,
K33,,IOBS,IO_L6N_23,UNUSED,,23,,,,,,,,,
K34,,IOBM,IO_L6P_23,UNUSED,,23,,,,,,,,,
K35,,IOBS,IO_L19N_23,UNUSED,,23,,,,,,,,,
K36,,,GND,,,,,,,,,,,,
K37,,IOBM,IO_L17P_23,UNUSED,,23,,,,,,,,,
K38,,IOBS,IO_L17N_23,UNUSED,,23,,,,,,,,,
K39,,,GND,,,,,,,,,,,,
K40,,,GND,,,,,,,,,,,,
K41,,OPAD,MGTTXP0_115,UNUSED,,,,,,,,,,,
K42,,,GND,,,,,,,,,,,,
L1,nf10_10g_interface_0_xaui_rx_l3_p_pin,IPAD,MGTRXP0_116,INPUT,,,,,,NONE,,UNLOCATED,NO,NONE,
L2,nf10_10g_interface_0_xaui_tx_l3_n_pin,OPAD,MGTTXN0_116,OUTPUT,,,,,,,,UNLOCATED,NO,NONE,
L3,,,MGTAVTTRX_116,,,,,,,,,,,,
L4,,,GND,,,,,,,,,,,,
L5,,,GND,,,,,,,,,,,,
L6,,IOBM,IO_L4P_24,UNUSED,,24,,,,,,,,,
L7,,IOBS,IO_L19N_24,UNUSED,,24,,,,,,,,,
L8,,,VCCO_24,,,24,,,,,any******,,,,
L9,,IOBS,IO_L12N_VRP_24,UNUSED,,24,,,,,,,,,
L10,,IOBM,IO_L10P_CC_28,UNUSED,,28,,,,,,,,,
L11,,IOBS,IO_L10N_CC_28,UNUSED,,28,,,,,,,,,
L12,,IOBM,IO_L9P_CC_28,UNUSED,,28,,,,,,,,,
L13,,,GND,,,,,,,,,,,,
L14,,IOBM,IO_L5P_A9_D25_1,UNUSED,,1,,,,,,,,,
L15,,IOBM,IO_L4P_GC_3,UNUSED,,3,,,,,,,,,
L16,,IOBM,IO_L8P_GC_3,UNUSED,,3,,,,,,,,,
L17,,IOBS,IO_L8N_GC_3,UNUSED,,3,,,,,,,,,
L18,,,VCCO_3,,,3,,,,,any******,,,,
L19,,IOBM,IO_L0P_CC_GC_3,UNUSED,,3,,,,,,,,,
L20,,IOBM,IO_L16P_7,UNUSED,,7,,,,,,,,,
L21,,IOBS,IO_L7N_7,UNUSED,,7,,,,,,,,,
L22,,IOBS,IO_L2N_7,UNUSED,,7,,,,,,,,,
L23,,,GND,,,,,,,,,,,,
L24,,IOBS,IO_L2N_5,UNUSED,,5,,,,,,,,,
L25,,IOBS,IO_L3N_GC_3,UNUSED,,3,,,,,,,,,
L26,,IOBM,IO_L5P_GC_3,UNUSED,,3,,,,,,,,,
L27,,IOBS,IO_L5N_GC_3,UNUSED,,3,,,,,,,,,
L28,,,VCCO_3,,,3,,,,,any******,,,,
L29,,IOBS,IO_L9N_CC_27,UNUSED,,27,,,,,,,,,
L30,,IOBM,IO_L0P_27,UNUSED,,27,,,,,,,,,
L31,,IOBM,IO_L8P_CC_27,UNUSED,,27,,,,,,,,,
L32,,IOBS,IO_L11N_CC_27,UNUSED,,27,,,,,,,,,
L33,,,GND,,,,,,,,,,,,
L34,,IOBM,IO_L19P_23,UNUSED,,23,,,,,,,,,
L35,,IOBM,IO_L12P_VRN_23,UNUSED,,23,,,,,,,,,
L36,,IOBS,IO_L12N_VRP_23,UNUSED,,23,,,,,,,,,
L37,,IOBS,IO_L16N_23,UNUSED,,23,,,,,,,,,
L38,,,GND,,,,,,,,,,,,
L39,,,GND,,,,,,,,,,,,
L40,,,MGTAVTTRX_115,,,,,,,,,,,,
L41,,OPAD,MGTTXN0_115,UNUSED,,,,,,,,,,,
L42,,IPAD,MGTRXP0_115,UNUSED,,,,,,,,,,,
M1,nf10_10g_interface_0_xaui_rx_l3_n_pin,IPAD,MGTRXN0_116,INPUT,,,,,,NONE,,UNLOCATED,NO,NONE,
M2,,,GND,,,,,,,,,,,,
M3,refclk_A_n,IPAD,MGTREFCLKN_116,INPUT,,,,,,NONE,,LOCATED,NO,NONE,
M4,refclk_A_p,IPAD,MGTREFCLKP_116,INPUT,,,,,,NONE,,LOCATED,NO,NONE,
M5,,,GND,,,,,,,,,,,,
M6,,IOBS,IO_L17N_24,UNUSED,,24,,,,,,,,,
M7,,IOBM,IO_L17P_24,UNUSED,,24,,,,,,,,,
M8,,IOBM,IO_L15P_24,UNUSED,,24,,,,,,,,,
M9,,IOBS,IO_L16N_24,UNUSED,,24,,,,,,,,,
M10,,,GND,,,,,,,,,,,,
M11,,IOBM,IO_L14P_28,UNUSED,,28,,,,,,,,,
M12,,IOBS,IO_L9N_CC_28,UNUSED,,28,,,,,,,,,
M13,,IOBS,IO_L12N_VRP_28,UNUSED,,28,,,,,,,,,
M14,,IOBS,IO_L5N_A8_D24_1,UNUSED,,1,,,,,,,,,
M15,,,VCCO_1,,,1,,,,,any******,,,,
M16,,IOBM,IO_L7P_A5_D21_1,UNUSED,,1,,,,,,,,,
M17,,IOBM,IO_L6P_GC_3,UNUSED,,3,,,,,,,,,
M18,,IOBS,IO_L6N_GC_3,UNUSED,,3,,,,,,,,,
M19,,IOBS,IO_L0N_CC_GC_3,UNUSED,,3,,,,,,,,,
M20,,,GND,,,,,,,,,,,,
M21,,IOBS,IO_L1N_7,UNUSED,,7,,,,,,,,,
M22,,IOBM,IO_L2P_7,UNUSED,,7,,,,,,,,,
M23,,IOBM,IO_L15P_7,UNUSED,,7,,,,,,,,,
M24,,IOBS,IO_L1N_CC_GC_3,UNUSED,,3,,,,,,,,,
M25,,,VCCO_3,,,3,,,,,any******,,,,
M26,,IOBM,IO_L3P_GC_3,UNUSED,,3,,,,,,,,,
M27,,IOBS,IO_L9N_GC_3,UNUSED,,3,,,,,,,,,
M28,,IOBM,IO_L9P_GC_3,UNUSED,,3,,,,,,,,,
M29,,IOBM,IO_L6P_A7_D23_1,UNUSED,,1,,,,,,,,,
M30,,,GND,,,,,,,,,,,,
M31,,IOBM,IO_L13P_27,UNUSED,,27,,,,,,,,,
M32,,IOBS,IO_L13N_27,UNUSED,,27,,,,,,,,,
M33,,IOBM,IO_L11P_CC_27,UNUSED,,27,,,,,,,,,
M34,,IOBS,IO_L14N_VREF_23,UNUSED,,23,,,,,,,,,
M35,,,VCCO_23,,,23,,,,,any******,,,,
M36,,IOBS,IO_L10N_CC_23,UNUSED,,23,,,,,,,,,
M37,,IOBM,IO_L16P_23,UNUSED,,23,,,,,,,,,
M38,,,GND,,,,,,,,,,,,
M39,,IPAD,MGTREFCLKP_115,UNUSED,,,,,,,,,,,
M40,,IPAD,MGTREFCLKN_115,UNUSED,,,,,,,,,,,
M41,,,GND,,,,,,,,,,,,
M42,,IPAD,MGTRXN0_115,UNUSED,,,,,,,,,,,
N1,nf10_10g_interface_0_xaui_rx_l2_n_pin,IPAD,MGTRXN1_116,INPUT,,,,,,NONE,,UNLOCATED,NO,NONE,
N2,,,GND,,,,,,,,,,,,
N3,,,MGTAVCC_116,,,,,,,,,,,,
N4,,,GND,,,,,,,,,,,,
N5,,,GND,,,,,,,,,,,,
N6,,IOBS,IO_L19N_12,UNUSED,,12,,,,,,,,,
N7,,,GND,,,,,,,,,,,,
N8,,IOBS,IO_L15N_24,UNUSED,,24,,,,,,,,,
N9,,IOBM,IO_L16P_24,UNUSED,,24,,,,,,,,,
N10,,IOBS,IO_L14N_VREF_28,UNUSED,,28,,,,,,,,,
N11,,IOBS,IO_L16N_28,UNUSED,,28,,,,,,,,,
N12,,,VCCO_28,,,28,,,,,any******,,,,
N13,,IOBM,IO_L12P_VRN_28,UNUSED,,28,,,,,,,,,
N14,,IOBS,IO_L9N_CC_A0_D16_1,UNUSED,,1,,,,,,,,,
N15,,IOBM,IO_L9P_CC_A1_D17_1,UNUSED,,1,,,,,,,,,
N16,,IOBS,IO_L7N_A4_D20_1,UNUSED,,1,,,,,,,,,
N17,,,GND,,,,,,,,,,,,
N18,,IOBM,IO_L3P_A13_D29_1,UNUSED,,1,,,,,,,,,
N19,,IOBM,IO_L1P_A17_1,UNUSED,,1,,,,,,,,,
N20,,,VCCINT,,,,,,,,1.0,,,,
N21,,IOBM,IO_L1P_7,UNUSED,,7,,,,,,,,,
N22,,,VCCO_7,,,7,,,,,any******,,,,
N23,,IOBS,IO_L15N_7,UNUSED,,7,,,,,,,,,
N24,,IOBM,IO_L1P_CC_GC_3,UNUSED,,3,,,,,,,,,
N25,,IOBS,IO_L2N_A14_D30_1,UNUSED,,1,,,,,,,,,
N26,,IOBM,IO_L2P_A15_D31_1,UNUSED,,1,,,,,,,,,
N27,,,GND,,,,,,,,,,,,
N28,,IOBM,IO_L4P_A11_D27_1,UNUSED,,1,,,,,,,,,
N29,,IOBS,IO_L6N_A6_D22_1,UNUSED,,1,,,,,,,,,
N30,,IOBS,IO_L15N_27,UNUSED,,27,,,,,,,,,
N31,,IOBM,IO_L15P_27,UNUSED,,27,,,,,,,,,
N32,,,VCCO_27,,,27,,,,,any******,,,,
N33,,IOBS,IO_L11N_CC_23,UNUSED,,23,,,,,,,,,
N34,,IOBM,IO_L14P_23,UNUSED,,23,,,,,,,,,
N35,,IOBS,IO_L7N_23,UNUSED,,23,,,,,,,,,
N36,,IOBM,IO_L10P_CC_23,UNUSED,,23,,,,,,,,,
N37,,,GND,,,,,,,,,,,,
N38,,,GND,,,,,,,,,,,,
N39,,,GND,,,,,,,,,,,,
N40,,,MGTAVCC_115,,,,,,,,,,,,
N41,,,GND,,,,,,,,,,,,
N42,,IPAD,MGTRXN1_115,UNUSED,,,,,,,,,,,
P1,nf10_10g_interface_0_xaui_rx_l2_p_pin,IPAD,MGTRXP1_116,INPUT,,,,,,NONE,,UNLOCATED,NO,NONE,
P2,nf10_10g_interface_0_xaui_tx_l2_n_pin,OPAD,MGTTXN1_116,OUTPUT,,,,,,,,UNLOCATED,NO,NONE,
P3,,,MGTAVCCPLL_116,,,,,,,,,,,,
P4,,,GND,,,,,,,,,,,,
P5,,IOBS,IO_L0N_12,UNUSED,,12,,,,,,,,,
P6,,IOBM,IO_L19P_12,UNUSED,,12,,,,,,,,,
P7,,IOBS,IO_L17N_12,UNUSED,,12,,,,,,,,,
P8,,IOBS,IO_L11N_CC_24,UNUSED,,24,,,,,,,,,
P9,,,VCCO_24,,,24,,,,,any******,,,,
P10,,IOBM,IO_L10P_CC_24,UNUSED,,24,,,,,,,,,
P11,,IOBM,IO_L16P_28,UNUSED,,28,,,,,,,,,
P12,,IOBM,IO_L18P_28,UNUSED,,28,,,,,,,,,
P13,,,VCCO_0,,,0,,,,,any******,,,,
P14,,,GND,,,,,,,,,,,,
P15,,,RDWR_B_0,,,,,,,,,,,,
P16,,,GND,,,,,,,,,,,,
P17,,IOBS,IO_L3N_A12_D28_1,UNUSED,,1,,,,,,,,,
P18,,IOBS,IO_L1N_A16_1,UNUSED,,1,,,,,,,,,
P19,,,VCCO_1,,,1,,,,,any******,,,,
P20,,,GND,,,,,,,,,,,,
P21,,IOBM,IO_L18P_7,UNUSED,,7,,,,,,,,,
P22,,IOBS,IO_L18N_7,UNUSED,,7,,,,,,,,,
P23,,,VCCINT,,,,,,,,1.0,,,,
P24,,,GND,,,,,,,,,,,,
P25,,IOBS,IO_L0N_A18_1,UNUSED,,1,,,,,,,,,
P26,,IOBM,IO_L0P_A19_1,UNUSED,,1,,,,,,,,,
P27,,IOBS,IO_L4N_VREF_A10_D26_1,UNUSED,,1,,,,,,,,,
P28,,IOBM,IO_L8P_CC_A3_D19_1,UNUSED,,1,,,,,,,,,
P29,,,VCCO_1,,,1,,,,,any******,,,,
P30,,IOBM,IO_L19P_27,UNUSED,,27,,,,,,,,,
P31,,IOBM,IO_L17P_27,UNUSED,,27,,,,,,,,,
P32,,IOBS,IO_L17N_27,UNUSED,,27,,,,,,,,,
P33,,IOBM,IO_L11P_CC_23,UNUSED,,23,,,,,,,,,
P34,,,GND,,,,,,,,,,,,
P35,,IOBM,IO_L7P_23,UNUSED,,23,,,,,,,,,
P36,,IOBS,IO_L5N_23,UNUSED,,23,,,,,,,,,
P37,,IOBS,IO_L1N_23,UNUSED,,23,,,,,,,,,
P38,,IOBS,IO_L3N_23,UNUSED,,23,,,,,,,,,
P39,,,GND,,,,,,,,,,,,
P40,,,MGTAVCCPLL_115,,,,,,,,,,,,
P41,,OPAD,MGTTXN1_115,UNUSED,,,,,,,,,,,
P42,,IPAD,MGTRXP1_115,UNUSED,,,,,,,,,,,
R1,,,GND,,,,,,,,,,,,
R2,nf10_10g_interface_0_xaui_tx_l2_p_pin,OPAD,MGTTXP1_116,OUTPUT,,,,,,,,UNLOCATED,NO,NONE,
R3,,,MGTAVTTTX_116,,,,,,,,,,,,
R4,,,GND,,,,,,,,,,,,
R5,,IOBM,IO_L0P_12,UNUSED,,12,,,,,,,,,
R6,,,VCCO_12,,,12,,,,,any******,,,,
R7,,IOBM,IO_L17P_12,UNUSED,,12,,,,,,,,,
R8,,IOBM,IO_L8P_CC_24,UNUSED,,24,,,,,,,,,
R9,,IOBM,IO_L11P_CC_24,UNUSED,,24,,,,,,,,,
R10,,IOBS,IO_L10N_CC_24,UNUSED,,24,,,,,,,,,
R11,,,GND,,,,,,,,,,,,
R12,,IOBS,IO_L18N_28,UNUSED,,28,,,,,,,,,
R13,,,GND,,,,,,,,,,,,
R14,,,DONE_0,,,,,,,,,,,,
R15,,,D_IN_0,,,,,,,,,,,,
R16,,,VCCO_0,,,0,,,,,any******,,,,
R17,,,GND,,,,,,,,,,,,
R18,,,VCCINT,,,,,,,,1.0,,,,
R19,,,GND,,,,,,,,,,,,
R20,,,VCCINT,,,,,,,,1.0,,,,
R21,,,GND,,,,,,,,,,,,
R22,,,VCCINT,,,,,,,,1.0,,,,
R23,,,GND,,,,,,,,,,,,
R24,,,VCCINT,,,,,,,,1.0,,,,
R25,,,GND,,,,,,,,,,,,
R26,,,VCCO_1,,,1,,,,,any******,,,,
R27,,IOBS,IO_L8N_CC_A2_D18_1,UNUSED,,1,,,,,,,,,
R28,,,VBATT_0,,,,,,,,,,,,
R29,,,PROGRAM_B_0,,,,,,,,,,,,
R30,,IOBS,IO_L19N_27,UNUSED,,27,,,,,,,,,
R31,,,GND,,,,,,,,,,,,
R32,,IOBS,IO_L13N_23,UNUSED,,23,,,,,,,,,
R33,,IOBM,IO_L13P_23,UNUSED,,23,,,,,,,,,
R34,,IOBM,IO_L9P_CC_23,UNUSED,,23,,,,,,,,,
R35,,IOBM,IO_L5P_23,UNUSED,,23,,,,,,,,,
R36,,,VCCO_23,,,23,,,,,any******,,,,
R37,,IOBM,IO_L1P_23,UNUSED,,23,,,,,,,,,
R38,,IOBM,IO_L3P_23,UNUSED,,23,,,,,,,,,
R39,,,GND,,,,,,,,,,,,
R40,,,MGTAVTTTX_115,,,,,,,,,,,,
R41,,OPAD,MGTTXP1_115,UNUSED,,,,,,,,,,,
R42,,,GND,,,,,,,,,,,,
T1,,,GND,,,,,,,,,,,,
T2,nf10_10g_interface_0_xaui_tx_l1_p_pin,OPAD,MGTTXP0_112,OUTPUT,,,,,,,,UNLOCATED,NO,NONE,
T3,,,GND,,,,,,,,,,,,
T4,,,GND,,,,,,,,,,,,
T5,,IOBS,IO_L2N_12,UNUSED,,12,,,,,,,,,
T6,,IOBM,IO_L2P_12,UNUSED,,12,,,,,,,,,
T7,,IOBS,IO_L11N_CC_12,UNUSED,,12,,,,,,,,,
T8,,,GND,,,,,,,,,,,,
T9,,IOBS,IO_L8N_CC_24,UNUSED,,24,,,,,,,,,
T10,,IOBS,IO_L13N_24,UNUSED,,24,,,,,,,,,
T11,,IOBM,IO_L13P_24,UNUSED,,24,,,,,,,,,
